CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;27;26;6;65;40;10;41
01:00;30;16;4;110;83;55;113
02:00;27;22;4;114;87;41;88
03:00;25;21;3;112;86;38;82
04:00;25;17;2;84;65;20;54
05:00;25;;2;69;55;16;49
06:00;28;27;2;60;44;25;65
07:00;27;20;2;56;44;33;77
08:00;33;37;3;61;48;60;124
09:00;31;29;3;73;53;54;111
10:00;32;30;3;70;52;60;123
11:00;35;49;4;81;57;55;117
12:00;36;61;5;88;63;52;113
13:00;40;78;4;82;62;53;120
14:00;34;25;6;82;66;30;78
15:00;35;12;7;82;67;21;67
16:00;46;23;4;106;73;40;107
17:00;52;47;3;104;71;61;143
18:00;50;26;3;;62;67;150
19:00;43;24;4;;71;56;127
20:00;39;16;4;109;77;69;144
21:00;39;24;4;98;72;50;115
22:00;34;28;3;86;64;27;75
23:00;32;29;3;76;54;14;52
