CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;31;3;4;85;58;56;118
01:00;21;3;4;82;55;70;129
02:00;17;2;2;24;20;9;32
03:00;18;2;2;23;17;7;30
04:00;16;2;2;31;17;14;37
05:00;5;3;2;31;18;42;70
06:00;2;3;2;33;22;60;95
07:00;2;4;2;42;25;125;191
08:00;2;4;3;56;36;172;261
09:00;2;6;3;71;45;302;461
10:00;2;5;2;65;37;208;317
11:00;2;5;3;64;35;205;313
12:00;15;4;3;52;29;117;195
13:00;28;3;14;37;16;35;82
14:00;28;2;30;30;13;17;55
15:00;23;2;56;;15;6;32
16:00;32;2;54;;18;7;43
17:00;49;3;31;42;21;18;77
18:00;67;3;7;63;30;60;159
19:00;56;4;4;79;45;130;255
20:00;52;4;4;86;55;69;157
21:00;35;4;4;99;61;134;240
22:00;23;4;3;109;67;160;267
23:00;37;4;4;104;68;70;145
