CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;8;4;47;12;10;2;11
01:00;25;8;15;28;25;3;30
02:00;24;7;16;27;21;2;27
03:00;21;6;15;25;17;2;24
04:00;22;6;11;20;15;2;25
05:00;24;6;7;19;17;3;29
06:00;27;6;5;24;20;10;41
07:00;29;6;7;24;17;15;51
08:00;33;6;8;26;15;24;69
09:00;34;6;9;31;19;24;70
10:00;30;7;15;27;22;17;56
11:00;30;7;22;28;23;17;56
12:00;26;6;33;26;23;12;45
13:00;31;9;35;23;18;12;50
14:00;23;6;51;22;13;9;37
15:00;29;5;45;24;11;9;43
16:00;34;4;32;27;16;12;52
17:00;48;5;19;32;21;21;79
18:00;59;6;10;48;36;45;128
19:00;58;7;14;45;34;42;121
20:00;48;7;22;37;24;23;83
21:00;25;5;43;24;15;9;38
22:00;14;5;47;15;9;3;18
23:00;10;4;50;16;13;2;13
