CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;13.4229;2.53459;73.5368;91.6059;14.5745;13.6;0.336156;13.9
01:00;23.6447;2.21924;47.916;83.9879;20.4613;13.8;4.08566;29.8
02:00;48.5222;1.49971;4.41599;70.5816;24.7995;21.3;48.1217;121.6
03:00;37.6101;1.52201;2.93977;57.3864;22.2932;16.9;54.4038;120.3
04:00;31.496;1.26032;2.94837;45.8406;18.5125;17.1;50.4183;108.1
05:00;21.6796;1.59186;2.59179;36.1543;27.1165;22.1;58.9668;111.4
06:00;27.0429;2.79753;3.17121;26.6401;28.4186;13.1;115.196;202.1
07:00;35.4181;2.66481;6.0367;17.9446;36.9425;28.2;80.1388;157.2
08:00;32.4088;2.00985;23.4722;11.6865;25.6887;14;13.9293;53.5
09:00;29.3672;1.8606;40.2008;10.7221;29.4562;13.3;15.327;52.7
10:00;15.076;1.48194;56.1495;17.1888;13.161;8.7;2.37298;18.7
11:00;15.0202;1.64509;71.514;25.7606;16.88;3.6;2.59517;19
12:00;13.5403;1.42753;85.4473;36.0729;14.7176;3.6;1.4576;15.8
13:00;15.7079;2.43223;87.0634;46.6319;15.403;3.6;2.13791;18.9
14:00;15.5814;3.38994;95.7123;58.1995;16.4914;3.6;1.91207;18.5
15:00;15.2764;3.46377;97.6071;69.6458;15.9989;5.4;1.49086;17.6
16:00;19.1109;4.41078;96.5098;78.7755;18.7829;5.3;1.97372;22.1
17:00;20.4122;3.44713;98.9418;86.1181;17.9317;4.6;1.84383;23.1
18:00;21.8753;3.45784;99.9222;91.5897;19.704;5.7;1.50506;24.2
20:00;51.3231;1.68897;91.9303;94.1418;21.1753;12;3.50857;56.6
21:00;80.5724;1.48677;63.3407;91.3784;20.0456;12.6;22.3158;114.5
22:00;95.6266;2.35705;21.1978;83.1452;37.2931;21.8;68.5202;199.7
23:00;87.5814;2.60834;4.42587;71.7344;50.8625;26.5;94.3868;231.1
00:00;68.148;2.86716;4.12631;60.0493;51.7612;41.9;112.958;239.9
01:00;46.6469;2.00547;3.67275;48.4447;57.4481;37.5;79.5093;167.4
