CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;73.879;11.3049;3.6093;65.2867;70.7794;53.7523;60.5;165.8
01:00;62.8176;8.82735;5.22968;53.0889;55.7246;47.6103;35.7317;117.1
02:00;51.5011;7.17571;12.6926;41.2284;45.7205;43.5093;9.71309;66.3
03:00;49.9739;6.27459;6.13907;29.418;37.4309;37.1399;10.4641;65.9
04:00;50.6807;6.11261;4.21334;18.8007;37.9846;37.5413;34.6469;103.3
05:00;46.834;6.43401;3.02078;11.1013;54.4384;36.8975;92.7598;187.8
06:00;48.2134;6.94217;2.59074;5.36974;42.5063;31.3265;139.024;259.5
07:00;45.7648;6.98568;2.99473;5.06128;42.4264;24.1041;129.194;242.1
08:00;57.9442;6.86708;10.9786;5.98244;40.1371;21.0844;64.5932;156.1
09:00;55.3537;5.99593;32.1101;9.34249;31.4057;12.19;24.7412;93
10:00;16.3987;7.32125;98.7852;20.1041;21.3928;3.93433;2.15731;19.7
11:00;20.289;8.3047;102.223;32.1146;18.0975;5.00155;2.06275;23.4
12:00;15.9199;7.45751;107.985;45.086;17.0627;4.42832;1.8944;18.8
13:00;14.6801;14.5792;111.317;58.623;22.2412;4.03324;2.07764;17.8
14:00;13.3729;7.49705;120.025;73.3023;16.8228;5.57677;1.23799;15.3
15:00;18.3643;8.36605;117.455;87.6099;15.9686;5.93458;2.17463;21.7
16:00;13.7593;10.7476;131.333;102.654;9.47957;3.91096;1.0603;15.4
17:00;14.6807;10.1284;129.099;114.778;20.4189;5.55744;1.01076;16.2
18:00;18.8069;12.5737;123.832;117.909;14.4207;4.13319;0.889527;20.2
19:00;42.433;8.63363;93.8221;116.859;27.532;7.48726;2.18467;45.8
20:00;62.934;8.94278;68.8569;111.967;28.7311;21.502;9.65282;77.6
21:00;101.298;9.27126;21.7378;100.77;41.4281;37.9549;29.8657;146.7
22:00;93.5021;9.34065;18.8334;88.1211;45.7113;45.4203;26.3547;133.6
23:00;69.2639;8.40533;38.3733;78.2359;42.835;34.6146;7.48269;80.6
00:00;65.8917;7.04586;36.5351;66.3862;49.9168;49.6258;4.85603;73.3
01:00;75.2229;6.92186;21.3709;52.9202;42.6767;39.539;12.7267;94.6
