CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;63;4;23;57;36;39;123
01:00;40;9;37;80;60;6;48
02:00;49;7;21;87;65;12;67
03:00;39;5;30;82;61;15;62
04:00;26;6;42;72;60;3;31
05:00;34;5;30;76;60;9;47
06:00;32;5;34;77;56;4;37
07:00;34;6;32;79;59;6;43
08:00;40;10;31;84;63;13;59
09:00;43;12;32;104;65;20;73
10:00;34;;42;90;58;13;53
11:00;35;9;51;92;53;12;52
12:00;21;5;82;58;34;4;26
13:00;16;4;101;41;30;2;18
14:00;15;3;110;35;27;1;17
15:00;17;3;108;38;24;2;19
16:00;29;3;88;36;20;5;36
17:00;47;3;60;37;20;12;64
18:00;83;3;26;53;30;36;137
19:00;71;3;31;59;37;19;100
20:00;35;4;66;51;38;4;41
21:00;49;5;47;55;36;7;60
22:00;56;5;42;54;41;10;70
23:00;27;4;67;38;31;4;33
