CZAS;Pył zawieszony PM10
00:00;15.6981
01:00;108.831
02:00;90.6292
03:00;77.9118
04:00;61.5382
05:00;35.4571
06:00;26.6975
07:00;24.0506
08:00;25.1913
09:00;18.8861
10:00;17.6826
11:00;10.1933
12:00;14.2134
13:00;15.7478
14:00;19.9433
15:00;22.6223
16:00;19.7322
17:00;20.2783
18:00;21.0932
19:00;23.9189
20:00;101.23
21:00;55.1618
22:00;22.5846
23:00;13.4027
