CZAS;Pył zawieszony PM10
00:00;89.3785
01:00;107.953
02:00;91.303
03:00;92.8346
04:00;97.6125
05:00;83.0832
06:00;68.2349
07:00;57.2197
08:00;66.1893
09:00;54.0007
10:00;52.4979
11:00;67.1322
12:00;65.6723
13:00;72.6939
14:00;68.064
15:00;76.2728
16:00;76.5507
17:00;80.4301
18:00;110.87
19:00;116.539
20:00;76.8521
21:00;75.2687
22:00;73.6747
23:00;95.3998
