CZAS;Pył zawieszony PM10
00:00;58.7678
01:00;15.9002
02:00;19.1489
03:00;11.0898
04:00;8.52924
05:00;5.15914
06:00;10.1104
07:00;15.0934
08:00;14.6909
09:00;10.3937
10:00;10.6331
11:00;12.2565
12:00;11.6458
13:00;14.8201
14:00;16.7302
15:00;27.2
16:00;31.7152
17:00;43.0438
18:00;53.4047
19:00;71.2514
20:00;88.3663
21:00;95.0977
22:00;78.4154
23:00;54.4778
