CZAS;Pył zawieszony PM10
00:00;3.973
01:00;13.3584
02:00;7.275
03:00;4.43141
04:00;3.03907
05:00;3
06:00;3
07:00;3.59189
08:00;6.79573
09:00;12.1539
10:00;12.9633
11:00;9.47638
12:00;11.5421
13:00;11.0345
14:00;10.564
15:00;9.52683
16:00;10.4222
17:00;11.6492
18:00;24.1117
19:00;39.7301
20:00;30.1942
21:00;35.7372
22:00;13.3776
23:00;8.72689
