CZAS;Pył zawieszony PM10
00:00;48.2448
01:00;93.4629
02:00;85.3422
03:00;82.6313
04:00;84.0781
05:00;83.905
06:00;81.8749
07:00;76.4452
08:00;88.8717
09:00;85.4758
10:00;89.9542
11:00;84.058
12:00;67.5693
13:00;39.3537
14:00;19.1422
15:00;19.6726
16:00;22.8954
17:00;28.3778
18:00;37.8172
19:00;48.5938
20:00;54.0508
21:00;41.67
22:00;33.7886
23:00;25.5035
