CZAS;Pył zawieszony PM10
23:00;50.9134
00:00;36.36
01:00;26.4747
02:00;23.6638
03:00;31.0176
04:00;23.5843
05:00;21.8049
06:00;24.2085
07:00;24.696
08:00;27.6052
09:00;31.2689
10:00;29.9516
11:00;40.1525
12:00;30.8705
13:00;26.1597
14:00;26.4075
15:00;22.6026
16:00;30.7987
17:00;30.4239
18:00;41.1346
19:00;41.1705
20:00;45.0069
21:00;47.6051
22:00;31.4548
23:00;35.6132
00:00;40.58
