CZAS;Pył zawieszony PM10
00:00;12.01
01:00;27.1438
02:00;20.7363
03:00;11.7921
04:00;10.9866
05:00;17.7914
06:00;19.3271
07:00;25.288
08:00;31.5954
09:00;43.4579
10:00;61.2587
11:00;47.5919
12:00;39.8652
13:00;37.4304
14:00;45.4314
15:00;22.4972
16:00;17.0907
17:00;20.8476
18:00;14.4055
19:00;17.8104
20:00;21.0227
21:00;13.9804
22:00;11.0843
23:00;10.1776
