CZAS;Pył zawieszony PM10
23:00;65.8765
00:00;78.56
01:00;81.7216
02:00;91.9122
03:00;84.4528
04:00;79.6273
05:00;71.2382
06:00;75.3555
07:00;76.0462
08:00;64.8536
09:00;35.468
10:00;25.3267
11:00;13.2191
12:00;23.5905
13:00;37.8077
14:00;39.8985
15:00;34.8489
16:00;35.9268
17:00;32.4398
18:00;41.1497
19:00;39.8676
20:00;52.6772
21:00;54.1222
22:00;58.6471
23:00;38.765
00:00;33.65
