CZAS;Pył zawieszony PM10
00:00;28.01
01:00;47.1142
02:00;46.1686
03:00;35.432
04:00;33.7239
05:00;28.2567
06:00;24.4531
07:00;34.4044
08:00;33.0821
09:00;34.2598
10:00;24.3852
11:00;17.7263
12:00;12.4272
13:00;
14:00;17.12
15:00;19.0134
16:00;16.7794
17:00;20.8547
18:00;19.7797
19:00;14.6641
20:00;11.5168
21:00;22.8226
22:00;17.5326
23:00;23.331
