CZAS;Pył zawieszony PM10
00:00;78.56
01:00;183.595
02:00;192.153
03:00;194.686
04:00;165.864
05:00;154.564
06:00;109.657
07:00;111.488
08:00;132.481
09:00;154.177
10:00;139.386
11:00;107.981
12:00;101.238
13:00;103.892
14:00;100.619
15:00;65.2508
16:00;40.4709
17:00;38.1428
18:00;47.614
19:00;56.3207
20:00;61.6301
21:00;62.3361
22:00;65.2435
23:00;65.8765
