CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;87;84;83;1390;215
01:00;79;81;77;1370;198
02:00;76;154;127;1630;271
03:00;70;112;88;1360;206
04:00;66;83;78;1030;186
05:00;72;97;132;1230;274
06:00;76;111;243;1490;448
07:00;80;119;242;1640;452
08:00;69;108;97;1040;219
09:00;90;123;149;1870;320
10:00;87;168;119;1640;270
11:00;89;177;110;1380;259
12:00;93;161;106;1350;257
13:00;60;95;71;800;170
14:00;62;60;55;720;148
15:00;66;32;62;800;162
16:00;75;26;69;860;182
17:00;66;33;60;860;159
18:00;91;41;87;990;226
19:00;94;37;91;1160;234
20:00;107;31;128;1550;304
21:00;101;59;141;1600;319
22:00;107;61;138;1610;319
23:00;101;64;129;1370;299
