CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;53;40;960
01:00;34;29;750
02:00;27;23;490
03:00;28;25;470
04:00;27;24;470
05:00;27;25;450
06:00;25;23;440
07:00;29;25;460
08:00;29;24;570
09:00;27;24;680
10:00;28;24;860
11:00;24;20;590
12:00;23;19;540
13:00;23;18;750
14:00;17;14;650
15:00;15;13;700
16:00;14;12;650
17:00;20;15;930
18:00;18;15;910
19:00;27;19;1020
20:00;36;23;1320
21:00;44;33;1880
22:00;41;33;1100
23:00;48;37;1200
