CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;7.024;45.8312;136.603;93.708;113.376;1214.29;1460;219.768
00:00;6.64362;42.6312;124.03;93.5226;74.6406;1063.18;1419.55;157.166
01:00;6.4969;34.02;139.965;92.1708;41.6609;983.05;1338.33;97.7
02:00;6.2547;27.299;131.729;88.2309;18.3118;843.42;1242.37;55.3
03:00;6.36003;23.3753;132.104;92.0322;10.7762;848.25;1148.65;39.9
04:00;6.60726;25.7309;137.568;94.2156;14.6921;897.82;1062.91;48.2
05:00;7.05413;28.0217;136.526;91.2015;24.4197;900.79;1002.68;65.3
06:00;8.75399;30.9794;133.574;91.9035;57.2425;1070.79;977.699;118.4
07:00;8.85157;46.8823;135.523;95.5035;155.335;1358.89;995.774;284.2
08:00;8.31712;48.6651;135.987;96.8985;185.699;1397.08;1037.51;332.5
09:00;9.82635;55.4324;152.673;100.311;212.253;1501.17;1102.28;379.8
10:00;11.1367;56.5605;158.493;103.657;222.256;1630.66;1200.68;396.3
11:00;11.2605;64.6132;159.163;105.775;249.56;1877.37;1329.32;446
12:00;10.9243;65.2992;165.314;109.32;226.556;1826.21;1445.37;411.5
13:00;10.6722;62.1443;179.601;115.899;212.636;1696.29;1544.81;386.9
14:00;11.2339;57.5271;175.721;115.448;157.125;1585.43;1609.14;297.5
15:00;11.7644;68.4923;189.588;119.466;201.472;1954.91;1683.64;376.4
16:00;12.2309;70.2996;191.227;127.34;233.505;2094.43;1770.81;427.1
17:00;12.8763;71.187;199.731;140.182;252.983;2138.12;1850.43;457.8
18:00;12.8635;69.3122;199.65;141.242;216.148;2070.26;1905.38;399.5
19:00;12.9222;64.7524;201.533;138.858;207.405;2047.97;1926.7;381.7
20:00;13.18;62.3468;212.719;138.899;198.642;1930.52;1939.74;365.8
21:00;12.8084;56.3198;198.37;130.424;140.69;1774.3;1949.49;271.3
22:00;12.4436;52.498;185.807;124.922;148.036;1747.69;1969.77;278.7
23:00;12.3105;47.1507;184.662;124.568;144.585;1743.04;1943.29;268.1
00:00;12.0801;47.5582;177.927;120.456;104.781;1627.39;1884.91;207.7
