CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;2.24082;27.7587;35.0525;28.3354;48.3029;698.407;963.838;102.03
00:00;1.99857;26.7065;32.3668;26.75;37.6088;651.366;900.253;84.4021
01:00;1.73023;15.8497;29.3883;24.2234;16.0596;516.461;818.878;40.4844
02:00;1.48599;14.5983;25.9324;21.8089;9.90153;455.161;743.958;29.7891
03:00;1.40715;14.5096;18.8306;16.0099;9.11453;466.639;681.044;28.4883
04:00;1.34381;15.9454;12.4332;10.6063;14.2858;460.41;602.079;37.8078
05:00;1.2969;20.7561;9.296;7.84243;32.3444;465.943;557.051;70.3724
06:00;1.3474;38.8291;11.6308;9.5411;84.779;592.006;538.299;169.022
07:00;1.47989;43.8258;12.9905;10.2302;133.7;839.969;555.994;249.07
08:00;1.74044;46.8855;16.1522;12.7279;136.993;934.238;591.353;257.021
09:00;1.88829;44.4284;22.811;17.8201;141.408;910.03;640.549;261.164
10:00;1.9618;45.5788;19.7948;14.8949;149.988;900.311;696.193;275.756
11:00;1.93143;40.9334;14.6449;11.2992;119.838;840.729;742.954;224.863
12:00;1.9669;42.1896;13.6908;10.6912;115.951;790.244;784.184;219.98
13:00;2.32272;42.2794;19.5667;15.7352;113.397;801.206;826.092;216.257
14:00;3.47024;52.4743;47.871;36.9564;159.054;1107.51;890.53;296.432
15:00;3.93215;52.1997;42.4126;35.6999;131.172;1125.24;897.753;253.151
16:00;4.10614;58.47;41.9767;35.6313;137.226;1258.98;925.039;268.87
17:00;4.10766;57.0164;43.8086;37.2728;125.043;1118.51;974.889;248.806
18:00;4.26716;59.6682;45.1022;38.2155;114.704;1090.38;1006.06;235.574
19:00;4.20459;56.3578;48.7025;40.7905;89.8973;995.122;1041.72;194.303
20:00;3.95698;45.7722;44.5433;37.4902;66.1409;898.694;1070.99;147.181
21:00;3.84064;45.3197;53.7664;45.3928;61.7068;907.333;1084.92;139.941
22:00;3.64911;43.9314;56.7817;48.1746;51.1454;795.779;1056.32;122.386
23:00;3.34369;31.6468;60.1341;49.6162;25.6875;668.792;1023.75;71.0372
