CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;26;36;18;53
01:00;45;256;160;290
02:00;42;235;134;247
03:00;38;206;133;241
04:00;32;230;129;229
05:00;32;217;128;226
06:00;41;192;184;321
07:00;46;181;240;413
08:00;55;161;359;605
09:00;60;193;305;526
10:00;69;217;319;557
11:00;105;233;497;864
12:00;105;253;394;708
13:00;62;197;86;193
14:00;50;134;65;150
15:00;61;71;76;175
16:00;62;55;79;184
17:00;77;42;121;263
18:00;82;44;142;299
19:00;73;37;116;250
20:00;61;49;77;178
21:00;62;57;78;181
22:00;67;46;85;197
23:00;45;43;40;107
