CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;73;41;64;1080;169
01:00;71;44;76;1410;187
02:00;21;37;8;530;33
03:00;23;35;9;510;36
04:00;32;36;17;550;57
05:00;49;36;40;630;109
06:00;59;53;111;910;229
07:00;71;76;184;1350;352
08:00;79;81;152;1560;311
09:00;72;80;125;1330;261
10:00;67;57;116;1180;244
11:00;74;54;84;1040;201
12:00;73;36;109;1110;238
13:00;59;28;55;860;142
14:00;65;33;71;860;172
15:00;59;46;80;1030;181
16:00;65;35;96;1250;209
17:00;62;38;85;1240;192
18:00;56;54;78;1100;175
19:00;84;46;109;1540;251
20:00;104;63;181;2000;380
21:00;92;80;155;1670;328
22:00;91;72;125;1570;282
23:00;75;69;79;1200;195
