CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;92;226;233;3330;449
01:00;70;185;101;1640;223
02:00;37;100;19;710;65
03:00;52;76;35;970;106
04:00;63;63;67;1230;164
05:00;63;72;108;1260;228
06:00;72;92;148;1130;297
07:00;102;94;215;1560;430
08:00;113;114;277;2300;536
09:00;123;178;294;2050;572
10:00;83;174;91;1050;221
11:00;83;111;95;1110;228
12:00;94;96;105;1120;254
13:00;67;108;53;810;146
14:00;61;81;52;860;139
15:00;80;81;81;1030;203
16:00;105;89;139;1660;316
17:00;122;95;183;2250;401
18:00;150;148;430;4270;807
19:00;183;287;711;6770;1268
20:00;158;294;559;5330;1011
21:00;145;288;486;4780;887
22:00;154;344;576;5570;1034
23:00;116;230;383;4580;701
