CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;50;33;21;34;610;102
01:00;44;31;20;24;550;81
02:00;53;31;21;37;720;109
03:00;43;31;22;25;630;81
04:00;42;31;21;29;610;86
05:00;42;31;21;44;560;109
06:00;47;34;22;104;690;207
07:00;65;34;22;154;1060;300
08:00;64;35;23;146;1140;287
09:00;76;33;21;124;970;265
10:00;86;30;19;105;930;246
11:00;86;29;17;95;810;232
12:00;86;25;16;72;770;195
13:00;84;26;17;54;710;166
14:00;97;23;16;67;680;199
15:00;94;25;16;54;740;177
16:00;101;23;13;61;700;195
17:00;119;26;15;86;900;249
18:00;104;26;16;80;870;225
19:00;103;23;16;76;840;219
20:00;105;25;16;96;910;253
21:00;105;26;17;90;940;243
22:00;83;28;17;72;910;192
23:00;75;30;20;59;870;164
