CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;22;14;10;19;910;50
01:00;23;18;15;9;910;36
02:00;15;18;15;7;830;25
03:00;12;19;16;6;780;21
04:00;10;13;11;4;740;16
05:00;23;9;8;13;730;44
06:00;41;11;8;40;840;102
07:00;54;14;11;75;1170;169
08:00;38;13;10;43;1000;103
09:00;38;12;10;52;1020;118
10:00;38;17;14;56;1010;124
11:00;43;21;15;60;980;134
12:00;47;19;13;63;1010;143
13:00;40;30;15;48;1020;113
14:00;43;32;13;50;1010;119
15:00;44;36;14;57;1000;130
16:00;49;35;15;60;1190;141
17:00;57;43;20;66;1170;158
18:00;79;74;33;144;2000;299
19:00;74;76;36;104;1440;233
20:00;66;55;23;82;1420;191
21:00;55;45;21;56;1350;139
22:00;29;22;11;28;890;73
23:00;20;10;7;16;840;44
