CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;31;14;17;57
01:00;19;7;8;31
02:00;15;30;7;25
03:00;12;16;6;20
04:00;17;17;7;29
05:00;17;11;11;34
06:00;38;7;32;88
07:00;57;10;80;179
08:00;68;32;121;253
09:00;78;24;146;300
10:00;72;45;136;279
11:00;76;55;130;274
12:00;64;66;121;248
13:00;62;53;92;202
14:00;72;58;121;256
15:00;70;50;108;235
16:00;61;40;99;212
17:00;65;32;89;200
18:00;72;37;105;232
19:00;68;36;102;224
20:00;69;31;90;206
21:00;67;19;83;194
22:00;57;25;52;138
23:00;41;16;33;91
