CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;2.97132;31.3164;27.2615;22.9553;87.9661;1024.47;1177;166.197
01:00;2.08915;27.5859;23.5066;19.5794;38.6809;712.54;953.631;86.799
02:00;1.96403;25.5528;21.2937;17.9604;31.6665;669.32;901.996;74.1017
03:00;1.81717;23.9186;23.1449;19.5731;25.8867;627.019;838.3;63.6574
04:00;1.7607;21.7224;19.9865;16.8446;25.2971;609.258;766.136;60.5143
05:00;1.73172;26.8296;18.4339;15.2377;41.2961;664.171;717.691;90.146
06:00;1.84845;27.0245;19.458;15.8954;64.8814;780.251;705.601;126.701
07:00;1.9171;33.2821;20.1332;16.3095;86.599;775.115;697.67;166.078
08:00;2.06875;31.7164;27.2837;22.6143;110.657;867.683;713.17;201.61
09:00;2.36313;38.2777;38.0908;31.415;133.388;1065.01;757.228;242.825
10:00;2.4864;37.8289;31.668;25.6582;144.751;1035.35;802.982;259.301
11:00;2.82698;35.7114;28.2914;22.5293;150.778;1110.96;863.475;266.911
12:00;2.90028;40.2503;25.8539;20.976;154.6;1175.15;934.211;277.241
13:00;2.93665;35.1904;26.5227;21.34;139.038;1115.58;990.637;248.103
14:00;2.98825;36.7125;24.059;19.587;156.668;1201.81;1043.33;276.93
15:00;2.90825;32.2719;26.8552;22.0536;132.181;1068.9;1080.06;234.824
16:00;2.85925;36.6679;31.0987;22.6507;126.627;1099.74;1109.06;230.829
17:00;2.79803;32.4705;34.65;24.8304;113.728;1065.97;1109.18;206.955
18:00;2.93195;39.0457;42.6213;30.39;149.452;1120.04;1119.77;268.233
19:00;3.0789;42.4406;44.8785;34.9397;139.982;1217.09;1133.03;256.955
20:00;3.33492;39.3973;45.425;35.8421;141.818;1186.6;1134.47;256.969
21:00;3.66663;48.7018;41.8822;35.2425;233.303;1555.1;1189.41;406.489
22:00;3.4547;41.4591;40.5924;33.3389;142.936;1212.71;1190.77;260.521
23:00;3.22575;33.3262;30.602;25.572;99.4351;1034;1186.41;185.755
