CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;1.33058;41.188;32.9232;18.402;33.5731;424.75;597.016;92.6035
01:00;0.996031;24.2345;32.1107;18.0818;8.39647;319.267;560.473;37.1271
02:00;1.87992;19.4329;29.1232;16.8821;6.3164;258.87;520.011;29.1185
03:00;1.22998;16.1877;30.5117;18.8002;4.36208;227.943;463.228;22.8832
04:00;0.849627;22.5389;33.5079;21.0708;8.12524;338.446;407.923;35.01
05:00;1.47248;29.0314;33.0186;21.2864;19.4549;339.918;374.208;58.8747
06:00;0.67925;44.0208;34.9805;22.7635;71.5085;466.93;364.542;153.719
07:00;1.31471;57.4591;40.4654;26.2088;132.066;703.38;384.938;260.148
08:00;1.71548;53.9232;37.0756;24.2618;127.156;853.42;438.522;248.912
09:00;1.68781;54.7118;34.9906;23.6605;115.449;707.77;487.085;231.894
10:00;1.41704;56.3681;40.1631;24.0149;101.192;646.29;535.512;211.583
11:00;2.17639;59.4614;50.0973;29.4209;103.068;841.98;612.267;217.093
13:00;1.62405;53.3431;41.1248;23.7305;51.6802;583.23;642.865;132.601
14:00;1.29569;59.0564;39.7262;24.3622;57.7267;515.24;664.78;147.469
15:00;1.29429;61.1873;43.3366;25.391;67.7052;524.66;671.996;165.016
16:00;1.14819;69.4733;61.1527;30.9772;74.1549;558.86;653.931;183.114
17:00;1.55502;61.5226;41.8326;24.0734;50.0508;489.57;608.45;138.21
18:00;1.15932;69.4036;42.3901;24.337;57.7669;503.49;582.915;158.041
19:00;1.63123;76.3452;43.4027;25.0393;75.8526;592.39;576.177;192.658
20:00;2.18078;80.2009;42.0911;24.5909;72.663;626.44;549.235;191.648
21:00;4.69723;103.039;55.1738;28.2474;115.229;855.36;583.251;279.798
22:00;2.78361;106.759;80.7907;37.3467;269.786;1524.06;709.354;520.54
23:00;2.41465;79.1047;71.2871;36.9141;169.063;1200.08;793.781;338.458
00:00;2.01749;63.4213;53.6304;29.4678;91.81;818.72;826.264;204.281
01:00;1.99637;54.6714;51.5764;28.7676;81.4055;785.01;863.194;179.447
