CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;47;80;84;1320;175
01:00;40;56;51;1000;117
02:00;35;35;22;470;68
03:00;32;22;17;480;58
04:00;;17;;;
05:00;41;30;72;720;151
06:00;54;23;178;1620;326
07:00;55;48;155;1520;291
08:00;64;84;139;1640;275
09:00;66;88;96;1160;212
10:00;66;75;72;1160;175
11:00;58;61;58;960;146
12:00;60;36;49;880;134
13:00;54;44;57;890;141
14:00;55;45;48;870;127
15:00;62;44;62;1040;155
16:00;61;32;66;1160;161
17:00;75;33;86;1270;205
18:00;83;41;99;1270;233
19:00;89;51;158;1790;330
20:00;89;61;237;2250;450
21:00;80;95;220;2650;414
22:00;58;98;124;1700;246
23:00;53;96;112;1510;224
