CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;21;19;550
01:00;20;19;520
02:00;65;29;720
03:00;103;37;680
04:00;82;35;700
05:00;83;38;660
06:00;69;37;640
07:00;60;37;640
08:00;63;39;670
09:00;55;40;690
10:00;61;39;700
11:00;52;33;670
12:00;66;30;580
13:00;52;27;540
14:00;51;25;600
15:00;42;23;680
16:00;43;25;730
17:00;35;24;740
18:00;32;29;680
19:00;30;25;850
20:00;25;22;760
21:00;25;23;720
22:00;24;22;660
23:00;22;20;610
