CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;42;94;51;1890;119
01:00;30;85;23;870;64
02:00;29;65;19;780;58
03:00;23;98;15;730;45
04:00;23;80;12;720;41
05:00;36;101;16;1020;60
06:00;40;100;26;1290;79
07:00;39;126;36;1250;94
08:00;42;123;48;2000;116
09:00;38;107;31;1300;85
10:00;32;105;43;1220;97
11:00;42;111;63;1680;136
12:00;50;120;81;1930;173
13:00;57;134;103;1890;213
14:00;57;101;105;1620;217
15:00;51;97;100;1520;205
16:00;56;98;95;1540;201
17:00;57;93;72;1570;168
18:00;62;91;120;1790;244
19:00;67;91;124;1760;255
20:00;67;91;85;2030;195
21:00;46;100;62;1600;139
22:00;49;91;84;1930;177
23:00;45;122;62;1480;139
