CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;6.06104;44.448;90.6831;76.3444;79.5146;1099.94;1460.84;166.487
01:00;1.62245;29.1249;33.4942;20.9266;13.4731;361.153;672.403;49.7917
02:00;1.35626;24.5661;31.576;20.8404;9.32964;376.983;582.755;38.878
03:00;0.916643;14.2439;12.0276;9.31995;6.13004;207.865;504.084;23.6537
04:00;0.77261;22.6887;9.70344;7.28784;12.1548;180.07;433.014;41.3298
05:00;0.739906;43.0133;14.2255;9.78966;38.3272;236.962;408.508;101.813
06:00;0.809903;58.2647;22.4868;14.8469;81.9057;423.49;372.562;183.847
07:00;1.13603;72.3677;26.824;19.4358;133.953;840.13;406.838;277.932
08:00;1.93486;93.8066;31.3841;25.33;193.831;1345.97;496.578;391.176
09:00;1.70511;67.6772;18.7118;15.2173;106.461;735.18;543.331;231.053
10:00;1.5432;52.3152;18.1631;15.2062;75.1664;587.18;569.606;167.67
11:00;1.46648;52.0299;20.7464;17.2025;73.3066;543.981;611.62;164.409
12:00;1.48846;55.2703;25.0017;20.7714;73.7902;558.11;658.875;168.473
13:00;1.62659;59.1415;28.6276;22.8469;84.963;543.936;697.247;189.614
14:00;1.7636;55.9271;23.5761;18.4877;80.2185;548.483;712.871;178.945
15:00;1.90294;69.0078;35.2053;26.7568;129.924;662.49;690.666;268.458
16:00;2.83366;84.9478;47.2001;37.1594;208.485;1253.77;679.141;404.626
17:00;3.68811;93.7949;62.605;48.2247;266.209;1392.31;761.283;501.947
18:00;4.59302;94.3598;78.0062;61.3287;260.564;1682.7;898.223;494.328
19:00;5.44763;92.2518;100.373;81.4262;274.094;1856.19;1062.25;512.663
20:00;6.20512;79.5213;100.33;81.0886;231.049;1640.47;1197.54;434.051
21:00;6.45883;70.5281;89.3289;73.0391;166.625;1444.7;1310.14;326.124
22:00;6.44641;58.5739;93.8871;77.0798;126.383;1260.89;1399.19;252.542
23:00;6.58032;60.6283;93.7611;77.368;144.778;1309.51;1480.07;282.706
