CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;61;183;52;141
01:00;44;173;15;67
02:00;46;119;50;123
03:00;36;69;22;70
04:00;36;86;32;85
05:00;38;82;59;129
06:00;36;86;112;208
07:00;45;98;149;272
08:00;48;94;129;245
09:00;65;125;202;374
10:00;98;157;240;465
11:00;110;205;184;391
12:00;106;194;109;272
13:00;95;147;78;214
14:00;102;85;79;223
15:00;102;58;65;202
16:00;123;49;94;266
17:00;125;88;93;267
18:00;162;74;157;403
19:00;172;99;218;505
20:00;144;147;215;473
21:00;120;222;203;430
22:00;97;202;144;317
23:00;81;202;104;240
