CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;68;122;79;171;1850;328
01:00;59;111;75;149;1720;287
02:00;57;50;31;43;490;122
03:00;55;48;30;43;500;121
04:00;55;45;27;47;480;127
05:00;54;44;28;60;450;145
06:00;55;44;28;78;560;174
07:00;60;40;24;116;650;237
08:00;83;46;25;308;1210;552
09:00;79;40;22;178;700;349
10:00;76;38;22;158;660;317
11:00;75;41;24;162;690;322
12:00;73;38;22;125;510;264
13:00;80;30;17;106;520;242
14:00;81;32;17;107;640;244
15:00;82;29;16;82;520;208
16:00;92;28;14;107;670;255
17:00;93;29;17;88;650;227
18:00;109;42;23;148;890;334
19:00;107;47;25;181;1140;383
20:00;111;56;31;254;1200;499
21:00;115;85;50;309;1620;587
22:00;96;104;66;233;1690;451
23:00;80;134;89;193;1930;374
