CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;2.48237;62.5487;58.5509;35.001;94.1852;955.37;1278.77;207.09
01:00;2.30937;52.7531;58.7878;35.8326;60.0288;815.81;1278.33;144.835
02:00;2.34282;44.7429;53.4845;34.3711;42.1178;630.41;1587.77;109.352
03:00;2.35301;34.4297;55.419;36.5025;43.6949;749.26;1331.51;101.46
04:00;2.15696;35.4314;55.9191;37.1292;37.632;599.14;1080.05;93.1636
05:00;2.49751;36.6292;57.0129;36.8967;80.2081;621.8;762.799;159.845
06:00;3.13143;39.2409;67.2934;43.3699;123.317;820.14;769.966;228.425
07:00;3.87407;48.2278;72.2034;44.9768;193.838;1205.38;799.664;345.598
08:00;4.18919;52.5804;76.4862;45.6664;230.317;1419.06;857.625;406.011
09:00;3.60011;63.3352;85.531;47.9424;279.897;1287.68;916.609;492.669
10:00;3.39712;59.8222;93.1223;51.9792;253.819;1289.02;998.935;448.895
11:00;3.36489;62.1465;97.5798;56.0897;206.249;1170.11;1051.54;378.481
12:00;2.70846;64.7492;101.903;58.4371;161.926;1002.16;1101.92;313.093
13:00;2.74734;71.6929;94.2807;54.5523;123.691;923.76;1139.66;261.629
14:00;2.55637;89.8106;88.7709;47.6209;130.9;949.68;1155.86;290.924
15:00;2.47883;101.281;74.0794;40.097;125.398;1008.25;1131.21;293.67
16:00;2.22136;118.985;79.2581;42.7465;160.904;1088.58;1089.91;365.846
17:00;2.46883;109.734;71.8618;37.7526;98.8989;963.79;1049.42;261.193
18:00;4.13037;123.499;100.264;47.3983;219.997;1351.67;1057.25;461.037
19:00;5.38573;120.948;113.799;55.2383;245.798;1569.44;1107.17;497.74
20:00;5.3972;116.491;117.907;62.092;248.841;1709.3;1195.56;497.992
21:00;5.78772;86.0388;109.104;63.2957;185.215;1470;1263.84;370.151
22:00;4.80488;71.0743;109.841;66.6863;146.342;1330.55;1311.45;295.649
23:00;4.47024;66.1053;108.953;67.2928;101.302;1109.05;1324.05;221.445
00:00;4.32313;57.602;124.326;75.4334;66.9563;962.91;1308.34;160.319
01:00;4.50813;44.2626;130.125;77.6041;42.3817;918.35;1302.66;109.28
