CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;35;15;13;500;54
01:00;33;32;12;390;51
02:00;20;37;5;330;27
03:00;21;17;6;300;30
04:00;27;16;15;350;49
05:00;46;26;48;530;119
06:00;54;22;70;910;161
07:00;52;30;65;960;152
08:00;52;47;70;920;158
09:00;48;41;55;740;132
10:00;44;32;46;700;114
11:00;40;20;41;580;103
12:00;42;9;40;680;102
13:00;43;33;39;540;102
14:00;43;33;38;650;101
15:00;44;17;36;710;99
16:00;45;24;36;640;100
17:00;50;45;41;700;112
18:00;61;24;50;850;137
19:00;73;29;73;1130;184
20:00;62;29;56;820;148
21:00;56;44;44;1110;123
22:00;54;48;40;1290;115
23:00;40;26;16;560;65
