CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;65;37;38;640;122
01:00;43;29;22;450;77
02:00;66;59;26;640;107
03:00;64;59;29;570;109
04:00;53;49;23;520;88
05:00;62;59;47;530;133
06:00;70;66;104;720;229
07:00;72;85;161;1380;318
08:00;94;100;182;1240;371
09:00;132;104;179;1280;405
10:00;122;87;112;1090;294
11:00;135;92;125;1400;326
12:00;96;61;78;1000;215
13:00;;66;;;
14:00;78;75;68;980;182
15:00;;39;;;
16:00;104;43;116;1430;283
17:00;109;40;124;1950;299
18:00;97;38;121;1640;282
19:00;90;32;95;1070;236
20:00;69;27;62;870;164
21:00;62;40;46;690;133
22:00;58;39;45;680;128
23:00;65;34;45;620;133
