CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;45;95;27;86
01:00;36;62;19;65
02:00;33;28;19;62
03:00;21;25;8;34
04:00;23;45;9;36
05:00;20;36;8;32
06:00;47;39;42;112
07:00;53;45;62;148
08:00;78;45;146;300
09:00;76;69;117;253
10:00;76;47;102;231
11:00;79;52;106;241
12:00;56;55;51;133
13:00;67;32;67;169
14:00;60;30;49;135
15:00;63;37;46;132
16:00;59;58;37;115
17:00;64;50;38;122
18:00;57;29;33;107
19:00;58;28;36;112
20:00;64;36;35;116
21:00;69;56;48;142
22:00;66;93;53;145
23:00;66;112;66;166
