CZAS;Dwutlenek azotu;Tlenek azotu;Tlenki azotu
00:00;78;237;438
01:00;58;108;222
02:00;47;47;118
03:00;42;62;136
04:00;42;50;118
05:00;42;52;122
06:00;58;198;361
07:00;66;252;451
08:00;78;266;484
09:00;67;193;362
10:00;73;138;284
11:00;88;181;364
12:00;68;75;182
13:00;71;66;172
14:00;74;54;156
15:00;90;67;192
16:00;96;73;206
17:00;117;116;294
18:00;133;215;461
19:00;144;302;605
20:00;130;261;529
21:00;110;228;458
22:00;114;295;565
23:00;88;218;421
