CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;56;23;15;42;690;121
01:00;47;25;17;19;650;77
02:00;25;31;22;12;530;42
03:00;26;30;21;12;510;45
04:00;31;32;23;18;510;59
05:00;34;32;23;36;570;89
06:00;44;34;23;119;810;225
07:00;64;32;22;181;1200;341
08:00;65;30;21;168;1050;321
09:00;69;29;20;133;1100;273
10:00;67;26;17;94;940;210
11:00;61;24;14;64;770;160
12:00;67;22;13;59;690;157
13:00;75;23;13;55;680;159
14:00;80;24;13;57;710;167
15:00;94;26;14;69;780;200
16:00;96;23;15;100;1120;248
17:00;98;22;14;96;1060;245
18:00;91;22;14;114;1080;265
19:00;87;31;18;107;1050;251
20:00;85;28;18;117;1050;263
21:00;94;29;20;120;1170;278
22:00;73;30;19;87;890;205
23:00;62;27;19;61;820;155
