CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;78;47;620;149
01:00;54;34;540;106
02:00;57;79;850;177
03:00;53;57;680;139
04:00;48;90;730;185
05:00;44;106;700;205
06:00;49;142;920;265
07:00;67;303;1470;531
08:00;75;285;1520;511
09:00;72;238;1540;436
10:00;69;203;1280;379
11:00;75;170;1320;334
12:00;93;185;1390;374
13:00;92;165;1350;344
14:00;101;183;1450;381
15:00;101;178;1340;373
16:00;113;195;1880;410
17:00;112;233;2110;469
18:00;102;190;1670;391
19:00;100;194;1740;398
20:00;;;1860;
21:00;93;171;1490;354
22:00;98;95;1080;242
23:00;94;78;760;212
