CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;80;66;71;188
01:00;61;59;49;136
02:00;42;57;45;110
03:00;37;52;38;95
04:00;36;46;25;74
05:00;52;37;37;107
06:00;78;28;107;241
07:00;89;56;185;372
08:00;98;73;172;361
09:00;95;80;168;351
10:00;109;79;159;351
11:00;104;72;135;309
12:00;112;74;165;363
13:00;90;93;123;277
14:00;67;72;50;143
15:00;91;64;70;198
16:00;83;47;55;166
17:00;95;56;53;175
18:00;116;57;77;233
19:00;136;68;103;292
20:00;123;63;136;330
21:00;110;60;97;257
22:00;107;67;101;261
23:00;95;67;83;220
