CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;45;96;37;950;102
01:00;67;99;66;1270;166
02:00;67;74;54;1030;148
03:00;45;53;22;690;78
04:00;61;36;44;610;128
05:00;53;28;37;610;108
06:00;68;25;76;790;182
07:00;93;34;247;1820;471
08:00;99;56;286;2190;536
09:00;93;69;171;1370;354
10:00;96;63;172;1240;359
11:00;90;47;113;1120;262
12:00;72;39;79;920;193
13:00;79;29;94;1060;222
14:00;75;36;125;1190;265
15:00;86;41;127;1300;280
16:00;85;49;142;1480;300
17:00;90;48;139;1810;301
18:00;100;56;190;2100;390
19:00;88;62;127;1610;280
20:00;73;54;84;1180;201
21:00;68;88;72;1080;177
22:00;68;90;88;1210;201
23:00;58;108;66;1160;158
