CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;32;59;28;74
01:00;51;85;65;149
02:00;47;72;50;123
03:00;46;72;50;123
04:00;52;72;93;194
05:00;41;69;33;92
06:00;53;66;109;220
07:00;67;67;154;302
08:00;73;63;166;326
09:00;70;74;131;269
10:00;54;64;90;191
11:00;61;51;110;229
12:00;54;58;74;167
13:00;43;66;54;125
14:00;42;68;66;143
15:00;75;75;156;313
16:00;71;66;121;256
17:00;56;62;87;189
18:00;72;75;116;249
19:00;75;78;124;264
20:00;70;70;114;244
21:00;61;78;115;236
22:00;45;87;61;138
23:00;42;76;45;111
