CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;45;29;28;30;640;89
01:00;39;23;22;23;550;73
02:00;51;64;50;15;710;73
03:00;47;74;57;13;640;65
04:00;55;74;58;19;730;83
05:00;73;59;44;29;920;116
06:00;94;64;47;117;1180;271
07:00;115;67;47;185;1470;396
08:00;118;77;47;168;1490;373
09:00;116;82;39;150;1480;344
10:00;96;61;29;87;1230;229
11:00;116;53;23;109;1470;282
12:00;127;54;23;96;1610;272
13:00;142;63;25;118;1770;321
14:00;117;39;17;64;1540;214
15:00;97;41;17;46;1260;166
16:00;84;30;17;46;1080;152
17:00;91;31;15;52;1130;170
18:00;116;38;21;68;1490;220
19:00;94;51;33;57;1230;181
20:00;98;48;39;79;1220;218
21:00;92;49;41;96;1230;239
22:00;75;61;54;64;970;172
23:00;60;53;49;51;830;136
