CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;91;106;173;2270;354
01:00;88;96;152;1980;318
02:00;68;57;81;950;192
03:00;65;41;60;930;156
04:00;59;50;54;840;141
05:00;49;37;38;570;107
06:00;50;45;65;610;147
07:00;74;51;145;1020;295
08:00;82;66;173;1220;346
09:00;80;75;159;1270;320
10:00;67;72;81;940;190
11:00;64;60;67;860;166
12:00;55;54;62;730;149
13:00;68;43;60;850;159
14:00;56;49;41;690;117
15:00;76;37;56;890;161
16:00;80;41;63;1000;176
17:00;85;64;60;980;175
18:00;78;52;52;980;157
19:00;79;52;56;1010;163
20:00;105;71;126;1530;297
21:00;106;61;163;1790;353
22:00;106;57;173;1810;370
23:00;94;85;181;2060;369
