CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;75;446;144;3080;295
01:00;67;153;105;2130;227
02:00;60;157;91;1900;198
03:00;55;131;48;1550;127
04:00;44;123;35;1420;97
05:00;46;130;36;1170;101
06:00;42;126;34;1020;93
07:00;48;115;59;1100;137
08:00;50;121;76;1160;164
09:00;50;121;79;1160;170
10:00;62;117;104;1310;220
11:00;60;123;95;1350;205
12:00;63;114;70;1010;169
13:00;64;87;67;1000;167
14:00;65;73;63;1060;160
15:00;70;73;52;1370;148
16:00;80;72;69;1010;185
17:00;96;68;92;1390;235
18:00;89;95;79;1210;209
19:00;97;94;119;1560;278
20:00;122;143;387;3890;713
21:00;95;449;132;1830;297
22:00;91;407;154;2320;326
23:00;90;455;253;3240;476
