CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;4.90134;54.105;90.6885;75.9437;107.069;1239.89;1025.66;218.329
01:00;6.19715;52.8371;76.5724;60.5687;94.3691;1192.98;1741.78;197.599
02:00;5.18989;52.8626;53.1344;42.1984;83.4454;851.25;1662.84;180.877
03:00;4.46995;47.8532;40.6142;31.6597;52.2088;749.54;1592.85;127.953
04:00;3.74612;55.9531;36.0629;27.2261;76.6171;700.09;1500.4;173.415
05:00;3.01636;65.7865;28.383;18.767;140.676;601.74;1381.58;281.564
06:00;2.52459;57.8858;33.5533;16.0483;109.082;505.035;1180.13;225.257
07:00;2.41917;86.0297;69.488;24.5227;207.04;965.25;1010.58;403.65
08:00;2.27423;77.799;85.3293;25.4651;123.133;750.49;789.547;266.59
09:00;1.58672;55.7379;40.9109;15.5968;69.8961;557.316;710.089;163.133
10:00;1.29273;51.8758;23.8891;10.6087;57.7416;547.095;672.069;140.573
11:00;1.28627;61.081;56.707;17.7806;74.7712;546.109;646.641;176.003
12:00;1.18676;57.9543;57.3633;18.8753;62.6559;559.278;629.039;154.053
13:00;0.867367;39.4684;25.5072;12.4211;39.9982;373.382;600.494;100.783
14:00;0.963028;43.3146;18.2333;12.6232;48.8582;418.412;589.666;118.27
15:00;1.15502;51.0628;24.9052;17.3054;72.2204;567.923;540.001;161.782
16:00;1.13055;49.2087;13.4726;9.6183;52.6494;512.008;510.19;130.081
17:00;1.15214;59.0703;15.3487;11.3476;62.7806;581.508;513.214;155.471
18:00;1.35521;57.7455;21.6356;14.7339;65.747;506.914;508.192;158.608
19:00;2.09871;73.9853;45.3614;36.5783;117.787;839.86;544.911;254.933
20:00;2.86172;77.1237;58.9966;48.2983;152.228;1027.07;603.385;310.691
21:00;3.57588;71.315;73.8539;61.3655;122.869;1002.14;681.979;259.882
22:00;4.42724;74.2898;88.5;73.6123;223.867;1522.4;819.978;417.636
23:00;4.85006;69.0721;89.0113;74.1258;194.857;1485.53;934.679;368.115
