CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;98;78;40;76;1230;213
01:00;87;106;45;61;1050;179
02:00;65;57;42;50;760;141
03:00;62;61;45;45;660;130
04:00;51;51;38;38;530;109
05:00;50;57;43;60;520;142
06:00;56;72;57;142;810;272
07:00;70;75;54;180;1320;345
08:00;92;81;62;173;1330;356
09:00;94;69;47;90;920;231
10:00;116;82;42;107;1040;280
11:00;119;68;35;80;960;240
12:00;131;69;34;93;900;272
13:00;123;53;24;59;800;213
14:00;142;52;25;92;940;282
15:00;135;40;20;62;930;229
16:00;149;43;20;69;1150;254
17:00;115;43;19;44;740;181
18:00;127;43;21;56;820;210
19:00;123;40;23;50;800;198
20:00;171;51;28;154;1570;405
21:00;135;55;27;114;1200;309
22:00;126;50;28;111;1100;295
23:00;133;67;34;149;1510;359
