CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;64;58;39;770;123
01:00;54;41;19;780;83
02:00;49;40;24;690;84
03:00;53;25;18;630;79
04:00;47;32;16;490;71
05:00;51;41;28;540;92
06:00;73;45;159;1110;315
07:00;72;67;174;1140;338
08:00;85;89;199;1720;388
09:00;90;118;199;1970;393
10:00;89;114;188;1540;376
11:00;88;132;122;1550;273
12:00;81;105;62;1270;176
13:00;77;67;61;840;170
14:00;83;47;53;790;162
15:00;89;66;74;1030;201
16:00;88;61;66;1030;188
17:00;86;57;74;940;199
18:00;91;69;66;980;191
19:00;79;53;58;920;167
20:00;110;41;100;1250;263
21:00;108;44;130;1330;306
22:00;93;61;86;1130;224
23:00;89;67;77;1210;205
