CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;65;111;106;227
01:00;57;246;142;273
02:00;54;230;139;266
03:00;48;243;134;251
04:00;44;237;117;221
05:00;46;222;68;148
06:00;50;215;78;169
07:00;50;234;58;137
08:00;50;181;67;152
09:00;66;130;108;230
10:00;73;110;123;260
11:00;74;87;120;256
12:00;87;83;127;280
13:00;82;85;81;203
14:00;75;79;62;168
15:00;77;72;64;174
16:00;64;72;44;130
17:00;81;74;85;210
18:00;61;86;59;149
19:00;57;84;55;140
20:00;62;69;75;175
21:00;74;70;120;257
22:00;71;72;107;233
23:00;70;85;105;229
