CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;50;129;111;194;2090;347
01:00;39;186;146;230;2350;390
02:00;33;163;135;178;2130;306
03:00;31;142;116;161;1860;277
04:00;31;112;94;114;1500;206
05:00;30;101;84;98;1240;179
06:00;33;103;83;129;1310;230
07:00;40;94;77;172;1380;302
08:00;38;81;67;128;1160;235
09:00;41;70;58;101;1020;196
10:00;53;83;65;143;1270;271
11:00;42;71;56;86;1020;173
12:00;45;54;43;88;900;180
13:00;50;52;37;92;870;189
14:00;54;58;43;75;850;169
15:00;67;51;37;124;970;257
16:00;61;56;42;92;900;202
17:00;76;74;56;175;1330;343
18:00;110;110;76;432;2580;769
19:00;98;112;84;377;2460;673
20:00;91;131;103;399;2770;699
21:00;87;137;111;388;2800;679
22:00;67;139;116;265;2330;471
23:00;61;140;118;240;2470;428
