CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;39;19;12;33;550;90
01:00;40;18;12;33;520;90
02:00;54;24;18;78;790;172
03:00;43;25;18;45;570;112
04:00;41;26;18;42;510;105
05:00;39;33;24;50;550;115
06:00;43;23;15;53;550;124
07:00;44;14;8;51;470;121
08:00;51;14;7;61;490;144
09:00;52;14;9;68;510;155
10:00;56;15;9;80;650;178
11:00;57;13;9;70;640;163
12:00;62;16;11;87;750;193
13:00;48;22;11;62;610;142
14:00;55;22;9;61;580;147
15:00;52;22;8;60;620;143
16:00;49;17;9;59;670;139
17:00;50;16;9;59;610;140
18:00;62;19;10;67;680;164
19:00;67;25;12;78;910;187
20:00;59;24;13;63;690;155
21:00;56;22;12;58;720;144
22:00;50;19;12;49;560;124
23:00;44;21;13;43;570;110
