CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;44;46;16;690;69
01:00;34;25;10;550;48
02:00;43;69;10;640;58
03:00;46;54;12;580;65
04:00;46;75;29;610;89
05:00;49;67;90;950;186
06:00;60;65;91;1060;200
07:00;76;77;84;1380;205
08:00;87;101;85;1630;217
09:00;98;92;79;1560;219
10:00;80;85;47;1030;152
11:00;66;121;28;880;108
12:00;82;84;42;1060;147
13:00;;47;;;
14:00;72;35;32;920;120
15:00;82;57;39;1030;142
16:00;51;53;25;830;89
17:00;77;71;60;1360;169
18:00;72;69;38;1250;130
19:00;77;56;59;1560;167
20:00;84;50;59;1350;174
21:00;71;56;52;1130;151
22:00;61;60;37;980;118
23:00;53;62;26;840;93
