CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;37;30;20;30;530;82
01:00;33;34;24;26;460;72
02:00;20;27;17;15;330;43
03:00;20;24;16;11;260;37
04:00;21;26;17;12;260;39
05:00;24;28;18;19;300;54
06:00;36;28;18;42;360;100
07:00;42;28;18;55;560;126
08:00;45;29;19;62;500;138
09:00;45;26;17;60;520;136
10:00;43;26;15;58;450;130
11:00;40;24;14;46;420;109
12:00;40;24;15;52;480;119
13:00;47;28;15;53;490;128
14:00;47;25;14;49;460;121
15:00;42;28;14;49;520;116
16:00;58;29;15;71;560;167
17:00;47;25;16;55;510;132
18:00;51;28;17;61;670;143
19:00;47;30;20;51;680;125
20:00;51;28;18;51;680;128
21:00;59;25;17;67;630;162
22:00;63;26;17;72;660;172
23:00;49;29;20;50;590;126
