CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;39.6576;61.6186;46.5646;42.3242;634.79;1114.28;104.562
01:00;27.5302;53.6748;42.7243;13.2362;511.08;1043.09;47.8372
02:00;28.628;117.352;94.3513;51.1332;1277.32;1769.29;107.018
03:00;23.4826;116.337;93.7359;49.7574;1231.89;1656.15;99.814
04:00;24.1708;115.331;92.6103;59.6388;1224.71;1538.32;115.665
05:00;27.5095;117.637;92.2021;111.869;1346.32;1466.32;199.122
06:00;31.1814;111.897;87.2853;134.631;1485.89;1407.64;237.498
07:00;38.7297;105.527;81.9877;187.313;1724.23;1410.75;326.144
08:00;46.3616;121.841;84.3204;308.061;1897.98;1455;518.909
09:00;76.7597;;;455.668;2202.21;1548.82;775.827
10:00;59.2775;;;280.199;1733.77;1605.88;489.056
11:00;60.6804;;;191.012;1337.27;1619.05;353.658
12:00;55.4568;;;110.428;991.95;1589.95;224.976
13:00;65.9177;;;109.768;791.86;1520.65;234.266
14:00;79.1722;;;97.7135;688.7;1421;229.003
15:00;90.0476;;;143.25;953.31;1324.63;309.811
16:00;95.7828;;;159.943;1107.33;1225.8;341.044
17:00;89.5635;68.7592;44.2549;132.152;1009.4;1076.7;292.606
18:00;99.9766;88.9279;53.5036;217.984;1309.93;1023.72;434.374
19:00;;102.891;64.1057;;;978.926;
20:00;93.957;115.53;79.8902;289.472;1794.42;1093.56;537.943
21:00;70.8368;90.3139;66.4869;155.805;1221.86;1154.99;309.996
22:00;63.1083;71.0486;52.5037;104.458;1006.25;1200.36;223.437
23:00;54.4211;66.7283;49.593;75.5228;823.32;1181.79;170.283
