CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;58;252;283;491
01:00;41;147;161;288
02:00;30;135;102;185
03:00;28;132;102;184
04:00;24;130;84;151
05:00;23;126;90;160
06:00;27;114;104;185
07:00;30;98;124;219
08:00;39;98;173;303
09:00;49;100;206;364
10:00;59;119;223;399
11:00;90;126;247;468
12:00;104;125;271;517
13:00;76;129;116;254
14:00;82;85;108;246
15:00;114;92;175;381
16:00;116;79;240;483
17:00;128;101;321;619
18:00;136;143;484;875
19:00;123;184;401;736
20:00;111;175;368;674
21:00;93;173;331;599
22:00;78;229;260;475
23:00;68;216;306;536
