CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;47;216;170;3270;305
01:00;63;45;145;1570;284
02:00;47;58;80;1310;168
03:00;41;63;72;1240;150
04:00;41;67;47;1110;113
05:00;49;68;85;1070;178
06:00;45;56;85;1030;174
07:00;49;53;98;1050;198
08:00;70;50;144;1380;289
09:00;77;37;179;1350;351
10:00;82;47;196;1950;381
11:00;70;55;159;1390;312
12:00;60;52;98;850;208
13:00;43;76;57;530;130
14:00;58;92;86;990;189
15:00;78;102;140;1680;291
16:00;85;119;156;1820;324
17:00;82;110;175;1940;349
18:00;86;131;199;2210;389
19:00;85;168;232;2670;437
20:00;92;196;331;3000;598
21:00;83;181;310;3080;557
22:00;65;201;232;3280;420
23:00;54;209;181;3210;329
