CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;33;180;170;163;2840;282
01:00;44;113;93;172;2190;307
02:00;40;82;74;97;1490;187
03:00;34;39;37;44;930;101
04:00;29;38;35;30;840;74
05:00;24;36;33;24;750;59
06:00;29;32;30;40;750;91
07:00;32;36;33;53;840;113
08:00;36;38;34;71;1050;145
09:00;40;31;29;72;1030;151
10:00;38;34;28;86;1030;168
11:00;40;38;34;75;1090;155
12:00;45;39;34;69;1110;150
13:00;42;38;33;76;1070;157
14:00;45;36;31;82;1060;170
15:00;54;37;31;101;1240;208
16:00;63;46;37;144;1370;283
17:00;79;72;60;212;1890;403
18:00;74;116;104;209;2200;394
19:00;70;146;131;247;2680;449
20:00;64;166;149;283;2940;497
21:00;49;151;137;201;2750;357
22:00;47;174;162;205;2780;361
23:00;42;174;161;214;2900;369
