CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;55;32;45;600;124
01:00;48;33;39;620;107
02:00;31;15;35;410;85
03:00;30;12;31;390;78
04:00;;15;;;
05:00;29;21;53;390;110
06:00;57;35;152;770;290
07:00;52;43;187;1330;339
08:00;55;51;227;1550;402
09:00;65;53;245;1780;440
10:00;60;53;229;1630;410
11:00;66;54;222;1330;406
12:00;56;55;146;1020;279
13:00;60;54;128;960;255
14:00;55;60;124;970;245
15:00;66;86;122;1070;252
16:00;74;74;101;1030;228
17:00;84;87;115;1430;259
18:00;75;78;99;1050;227
19:00;121;59;218;1950;455
20:00;99;55;157;1690;340
21:00;;41;;;
22:00;75;39;82;930;201
23:00;63;36;63;800;159
