CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;82;48;32;57;990;170
01:00;60;50;34;28;820;103
02:00;50;62;50;35;890;104
03:00;48;62;51;42;890;111
04:00;42;62;51;34;780;94
05:00;33;61;50;23;720;69
06:00;39;62;51;50;720;115
07:00;42;58;49;49;780;118
08:00;59;58;46;113;980;232
09:00;81;57;43;66;960;182
10:00;86;49;36;52;1000;165
11:00;103;44;32;60;950;195
12:00;82;39;28;36;730;137
13:00;73;35;24;30;690;119
14:00;66;32;22;27;620;109
15:00;72;32;21;30;750;117
16:00;73;32;21;32;670;121
17:00;89;31;21;37;700;145
18:00;108;34;23;48;760;181
19:00;125;34;24;60;970;216
20:00;112;39;25;47;910;183
21:00;125;47;28;94;1200;269
22:00;134;53;33;164;1700;385
23:00;112;53;33;151;1530;342
