CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;60;64;75;790;173
01:00;44;52;38;490;101
02:00;59;47;24;520;96
03:00;41;39;11;280;57
04:00;40;42;19;290;67
05:00;45;43;32;280;93
06:00;65;64;125;580;254
07:00;72;69;148;1000;297
08:00;80;76;177;1270;350
09:00;88;74;80;700;209
10:00;75;62;70;580;180
11:00;76;55;72;590;184
12:00;76;23;71;610;182
13:00;70;30;57;560;154
14:00;78;30;64;960;174
15:00;78;30;75;820;191
16:00;89;31;103;1070;245
17:00;88;43;112;1230;258
18:00;92;48;121;1090;275
19:00;100;79;145;1230;321
20:00;84;82;110;1060;251
21:00;75;72;82;880;200
22:00;65;49;77;720;181
23:00;68;59;102;930;222
