CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;25;60;46;77;1480;1788.75;143
01:00;32;93;67;32;1240;1411.25;81
02:00;26;71;54;10;920;1303.75;41
03:00;22;58;46;8;830;1202.5;35
04:00;22;58;46;8;820;1148.75;35
05:00;24;59;45;14;850;1106.25;45
06:00;31;80;53;64;1160;1093.75;130
07:00;38;74;50;113;1300;1070;209
08:00;49;92;54;217;1690;1101.25;380
09:00;46;72;44;202;1540;1138.75;354
10:00;39;60;40;162;1410;1200;287
11:00;41;69;48;186;1510;1285;324
12:00;42;54;37;193;1510;1371.25;337
13:00;41;58;38;171;1410;1441.25;302
14:00;47;74;50;197;1690;1507.5;348
15:00;43;48;32;190;1590;1543.75;334
16:00;46;51;35;227;1850;1563.75;393
17:00;45;46;35;212;1810;1597.5;369
18:00;48;49;37;227;1930;1662.5;395
19:00;52;62;45;236;2050;1730;413
20:00;49;65;48;224;1980;1788.75;392
21:00;38;59;45;153;1720;1827.5;273
22:00;36;65;49;139;1740;1833.75;247
23:00;32;65;49;128;1600;1835;228
