CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;65;88;36;119
01:00;70;82;60;162
02:00;42;60;33;92
03:00;29;66;16;54
04:00;27;33;14;48
05:00;30;40;25;68
06:00;33;44;36;89
07:00;;58;;
08:00;36;63;52;116
09:00;44;42;49;118
10:00;52;58;55;136
11:00;46;34;45;114
12:00;57;35;46;127
13:00;59;27;54;140
14:00;57;15;53;138
15:00;55;21;41;118
16:00;65;11;56;150
17:00;73;33;68;177
18:00;68;31;60;160
19:00;86;28;83;212
20:00;82;42;64;180
21:00;101;58;120;285
22:00;87;66;80;208
23:00;80;80;63;176
